匈牙利 首都 布达佩斯

东帝汶 首都 帝力

阿根廷 首都 布宜诺斯艾利斯

喀麦隆 首都 雅温得

莫桑比克 首都 马普托

萨尔瓦多 首都 圣萨尔瓦多

卢旺达 首都 基加利

阿拉伯联合酋长国 首都 阿布扎比

