亚马孙河,位于,巴西

刚果河,位于,撒哈拉以南非洲

珠江,位于,秦岭淮河以南地区

黄河,位于,秦岭淮河以北地区

松花江,位于,中国东北部地区

辽河,位于,秦岭淮河以北地区

密西西比河,位于,美国

尼罗河,位于,非洲

鄂毕河,位于,俄罗斯

叶尼塞河,位于,俄罗斯

苏伊士运河,位于,中东

勒拿河,位于,俄罗斯

恒河,位于,印度

布拉马普特拉河,位于,印度

萨尔温江,位于,东南亚

黑龙江,位于,中国东北部地区

海河,位于,秦岭淮河以北地区

莱茵河,位于,欧洲西部

伏尔加河,位于,俄罗斯

长江,位于,秦岭淮河以南地区

长江,位于,中国

长江,位于,我国
