亚美尼亚 首都 埃里温

捷克 首都 布拉格

多米尼克 首都 罗索

多米尼加 首都 圣多明各

爱沙尼亚 首都 塔林

厄立特里亚 首都 阿斯马拉

克罗地亚 首都 萨格勒布

圣基茨和尼维斯 首都 巴斯特尔

立陶宛 首都 维尔纽斯

马其顿 首都 斯科普里

摩尔多瓦 首都 基希讷乌

帕劳 首都 梅莱凯奥克(Melekeok)

波多黎各 位于 美国

波多黎各 位于 北美洲加勒比海

波多黎各 首都 圣胡安

波多黎各 位于 美国

塞尔维亚 首都 贝尔格莱德

斯洛伐克 首都 布拉迪斯拉发

斯洛文尼亚 首都 卢布尔雅那

中华人民共和国 首都 北京

巴巴多斯 首都 布里奇顿

白俄罗斯 首都 明斯克

伯利兹 首都 贝尔莫潘

比利时 首都 布鲁塞尔

布基纳法索 首都 瓦加杜古

布隆迪 首都 基特加，布琼布拉

刚果共和国 首都 布拉柴维尔

刚果民主共和国 首都 金沙萨

科特迪瓦 首都 亚穆苏克罗（行政首都）

澳大利亚 首都 堪培拉

阿联酋 首都 阿布扎比

拉脱维亚 首都 里加

黑山共和国 首都 波德戈里察

科索沃 位于 塞尔维亚共和国

科索沃 位于 塞尔维亚南部

科索沃 首都 普里什蒂纳

波黑共和国 首都 萨拉热窝

南非共和国 首都 茨瓦内（原名比勒陀利亚）

南苏丹共和国 首都 朱巴（新都拉姆塞尔）

哥斯达黎加共和国 首都 圣何塞

萨摩亚 首都 阿皮亚

加拿大 首都 渥太华

英国 首都 伦敦

法国 首都 巴黎

新西兰 首都 惠灵顿

日本 首都 在日本宪法中，没有关于首都的具体规定，一般认为是东京。

阿尔及利亚 首都 阿尔及尔

苏丹 首都 喀土穆

伊拉克 首都 巴格达

摩洛哥 首都 拉巴特（Rabat）

叙利亚 首都 大马士革

突尼斯 首都 突尼斯市

利比亚 首都 的黎波里

约旦 首都 安曼

黎巴嫩 首都 贝鲁特

毛里塔尼亚 首都 努瓦克肖特

卡塔尔 首都 多哈

巴林 首都 麦纳麦

冰岛 首都 雷克雅未克

