芦芽山 位于 山西省忻州市宁武县

敖包疙瘩 位于 宁蒙两省（区）交界处

香炉峰 位于 浙江省绍兴市越城区

香炉峰 位于 中华人民共和国

香炉峰 位于 浙江省绍兴市

黄牛石 位于 粤北

舜源峰 位于 居中间位置

木孜塔格峰 位于 新疆南部若羌县

九顶山 位于 什邡市，绵竹市与茂县之间

九顶山 位于 中国

九顶山 位于 德阳市什邡市绵竹市，阿坝州茂县

南阳山 位于 中国华南地区

南阳山 位于 广东省东部

全宝山 位于 洛宁县兴华乡的西南部

天门山 位于 湖南省张家界市永定区

天门山 主峰 1518.6米

天门山 位于 中国华中

青城山 位于 四川省成都市都江堰市

阿空加瓜山 位于 南美洲阿根廷

慕士塔格峰 位于 中国新疆维吾尔自治区阿克陶县与塔什库尔干塔吉克自治县交界处

慕士塔格峰 位于 中国

玉龙塔格峰 位于 西昆仑山区
