贝加尔湖 位于 中西伯利亚高原南部

贝加尔湖 位于 俄罗斯（布里亚特共和国、伊尔库茨克州）

太湖 位于 中国华东

太湖 位于 江苏省南部、长江中下游

太湖 位于 中国

苏必利尔湖 位于 北美洲

密歇根湖 位于 美国

休伦湖 位于 美国，加拿大

伊利湖 流入 底特律河

坦噶尼喀湖 位于 非洲中部的一个淡水湖

洞庭湖 位于 湖南北部，长江中游荆江河段以南

死海 位于 约旦和巴勒斯坦交界

死海 流入 约旦河

死海 位于 约旦、以色列

死海 位于 约旦、以色列

巴尔喀什湖 位于 哈萨克斯坦共和国的东南部

青海湖 位于 中国青海

青海湖 位于 刚察县、共和县及海晏县交汇处

青海湖 位于 中国

青海湖 位于 青海省海南藏族自治州

鄱阳湖 位于 中国江西省北部

