阿姆河 主要支流 苏尔霍布，苏尔汉，卡菲尔尼甘

阿姆河 长度 2540公里

阿姆河 流域面积 465,500平方公里

锡尔河 别名 药杀水

锡尔河 流经 乌兹别克，塔吉克，哈萨克

锡尔河 发源地 天山山脉

锡尔河 主要支流 阿汉加兰河，奇尔奇克河，克列斯河，阿雷西河

锡尔河 长度 2212公里

锡尔河 流域面积 219,000平方公里

恒河 别名 圣河

恒河 流经 印度孟加拉国

恒河 发源地 喜马拉雅山脉南麓和德干高原

恒河 主要支流 亚穆纳河（最长支流）

恒河 长度 2700km

恒河 流域面积 106万平方千米

恒河 地位 印度的母亲河

布拉马普特拉河 别名 雅鲁藏布江

布拉马普特拉河 流经 中国西藏，印度，孟加拉国

布拉马普特拉河 发源地 杰马央宗冰川

布拉马普特拉河 主要支流 苏班西里河，卡孟河，桑科希河等

布拉马普特拉河 长度 2,900公里

布拉马普特拉河 流域面积 29.2万平方公里

印度河 长度 2900～3200公里

印度河 发源地 西藏高原

印度河 流域面积 1,165,500平方公里

红河 流域面积 3293平方公里

萨尔温江 流经 中国，缅甸，泰国

萨尔温江 发源地 青藏高原唐古拉山

萨尔温江 长度 1660公里(不含中国境内)

萨尔温江 流域面积 20.5万平方千米(不含中国境内）

雅砻江 别名 小金沙江、若水、泸水

雅砻江 长度 1571公里

雅砻江 发源地 巴颜喀拉山南麓

雅砻江 流域面积 13.6万平方公里

雅砻江 流经 四川、青海两省

雅砻江 主要支流 鲜水河、理塘河、安宁河

汉江 别名 汉水，汉江河

汉江 发源地 陕西宁强县的嶓冢山

汉江 流经 陕西省、湖北省

汉江 长度 1577千米，总长3/4以上在湖北省

汉江 流域面积 15.9万平方千米

汉江 主要支流 任河、褒河、丹江、北河、南河等

黑龙江 别名 黑

黑龙江 流域面积 47.3万平方公里

海河 流经 山西、河北、北京、天津、山东、河南

海河 主要支流 北运河、永定河、大清河、子牙河、南运河

海河 流域面积 31.82万平方公里

海河 长度 1050km（漳卫河为源）

海河 发源地 山西省长治市或高平市

淮河 长度 约1,000公里

淮河 流域面积 187,000平方公里

淮河 主要支流 涡河、洪汝河、沙颍河

淮河 别名 淮渎，华夏风水河

莱茵河 发源地 瑞士境内的阿尔卑斯山北麓

莱茵河 长度 1232千米

莱茵河 流域面积 22万平方千米

伏尔加河 别名 窝瓦河

伏尔加河 流经 伊万诺沃州、萨马拉州、萨拉托夫州、伏尔加格勒州等

伏尔加河 发源地 瓦尔代丘陵

伏尔加河 主要支流 奥卡河、卡马河等

伏尔加河 长度 3692千米

伏尔加河 流域面积 138万平方千米

伏尔加河 地位 欧洲第一长河，世界最长内流河

长江 别名 扬子江，天堑

长江 主要支流 嘉陵江、乌江、汉江、赣江等8条

长江 发源地 各拉丹冬峰-沱沱河

长江 流经 11个省、自治区、直辖市

长江 流域面积 180万平方千米

长江 长度 6397公里
